,,,COVID-19 Interventions,,SOP for Data Entry (Version 4),Bold Products Also Listed Here ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Product,,,Product Information,,,,,,,,,,Milestones,,Pre-Clinical Development Milestones,,,Manufacturing Milestones,Regulatory Milestones,Clinical Development Milestones,,,Regulatory Milestones,ON THE MARKET,,Highest Status Ongoing Clinical Study (see clinical study tab for more studies),,,,,,,,,,,,,,,,,,,,,,,,
ID,Source?,Product Name - Preferred,Product Name - Chemical,Product Name - Brand,Sponsor,Intervention Type,Indication,Molecule Type,Therapeutic Approach,New/Repurposed,Funding/Manufacturing/Research/Other Partners,Country,Status,Notes,,Current Stage,,Discovery Started,Pre-Clinical Studies Started,Lead Selection Finalized,Clinical Batch Finalized,IND or Equivalent Approval Finalized,Phase 1 Started,Phase 2 Started,Phase 3 Started,NDA or equivalent Approval Finalized,,,Phase,Condition or Disease,Number of Participants,Accepts Healthy Subjects,# of Sites,Sites Locations,Study Start Date,Primary Completion DAte,Study Completion Date,Registry Link,Contact Name,Contact Phone Number,Contact Email,Contact Website,Contact Notes,How to participate,,Data Entry 1 Owner,Date Entry 1 Performed,Data Entry 2 Owner,Date Entry 2 Performed,Data Entry Update Owner,Date Update Performed,,Last Updated
1,No,mRNA-1273,,mRNA-1273,Moderna; National Institute of Allergy and Infectious Diseases,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Vaccine,New,CEPI; Lonza; BARDA,United States,Ongoing,mRNA-based vaccine,,Phase 3,,1/11/2020,SKIPPED,1/13/2020,2/7/2020,3/4/2020,3/16/2020,5/29/2020,7/27/2020,,,,2/3,COVID-19,3000,Yes,7,Advanced Clinical Research - Meridian - Idaho; Clinical Research Institute - Minneapolis - Minnesota; Child Healthcare Associates - Liverpool - New York; Lynn Health Sciences Institute - Oklahoma City - Oklahoma; Kool Kids Pediatrics - Houston - Texas; Tekton Research - San Antonio - Texas; Advanced Clinical Research - West Jordan - Utah,,,,https://clinicaltrials.gov/ct2/show/NCT04649151?,,8556636762,clinicaltrials@modernatx.com,,ADOLESCENTS ONLY (Ages 12 to <18),,,Mats,3/27/2020,Matthew,5/31/2020,Priya Kaur,6/18/2020,,6/18/2020
1,Yes,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,,https://www.nih.gov/news-events/news-releases/nih-clinical-trial-investigational-vaccine-covid-19-begins,,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,https://www.modernatx.com/modernas-work-potential-vaccine-against-covid-19,,,,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,,https://clinicaltrials.gov/ct2/show/NCT04470427?term=NCT04470427&draw=2&rank=1,,,,,,,,,,
2,No,NVX-CoV2373,,NVX-CoV2373,Novavax Inc.; Emergent BioSolutions Inc. ,Vaccine - Prophylactic,COVID-19,Subunit Vaccines,Other,New,CEPI,United States,Ongoing,not totally clear that it is prophylactic vaccine. P1 expected late spring; Trial is technically Phase I/II but they have only started phase 1 work,,Phase 3,,,3/10/2020,,,,5/25/2020,8/17/2020,9/28/2020,,,,3,COVID-19,30000,Yes,114,Accel Research Sites - Birmingham - Alabama; Centers for American Indian Health - Chinle - Arizona; Synexus Clinical Research US - Glendale - Arizona; HOPE Research Institute - Phoenix - Arizona; AMR Tempe Clinical Research Consortium - Tempe - Arizona; Lynn Institute of the Ozarks - Little Rock - Arkansas; Preferred Research Partners - Little Rock - Arkansas; Anaheim Clinical Trials - Anaheim - California; Advanced Clinical Research - Rancho Paseo - Banning - California; eStudy Site - Chula Vista - California; eStudySite - Corporate Offices - La Mesa - California; Wr-Pri - Los Alamitos - California; National Research Institute - Los Angeles - California; Empire Clinical Research - Pomona - California; University of California Davis Medical Center - Sacramento - California; Benchmark Research - Sacramento - California; Synexus Clinical Research US - Vista - California; Woodland Clinic Medical Group - Woodland - California; University of Colorado Hospital CRS - Aurora - Colorado; Lynn Institute of the Rockies - Colorado Springs - Colorado; Howard University Hospital Howard/ University College of Medicine - Washington - District of Columbia; University Clinical Research-Deland - DeLand - Florida; SIMED Health - Gainesville - Florida; M D Clinical - Hallandale Beach - Florida; Research Centers of America - Hollywood - Florida; Jacksonville Center for Clinical Research - Jacksonville - Florida; Meridien Research/Accel Research - Lakeland - Florida; Miami Veterans Affairs Medical Center - Miami - Florida; Suncoast Research Associates - Miami - Florida; Clinical Neuroscience Solutions Inc - Orlando - Florida; Synexus Clinical Research US - Pinellas Park - Florida; University of South Florida - Tampa - Florida; Jedidiah Clinical Research - Tampa - Florida; Synexus Clinical Research US - The Villages - Florida; Comprehensive Clinical Trials - West Palm Beach - Florida; Ponce de Leon Center - Atlanta - Georgia; Morehouse School Of Medicine - Atlanta - Georgia; Synexus Clinical Research US - Atlanta - Georgia; Atlanta Center for Medical Research - Atlanta - Georgia; Clinical Research Atlanta - Stockbridge - Georgia; Advanced Clinical Research - Meridian - Idaho; Synexus - Chicago - Illinois; Cedar Crosse Research Center - Chicago - Illinois; Providea Health Partners LLC - Mokena - Illinois; Synexus USA - Evansville - Indiana; Buynak Clinical Research - Valparaiso - Indiana; University of Iowa Medical Center - Iowa City - Iowa; Meridian Clinical Research - Sioux City - Iowa; Johnson County Clin-Trials - Lenexa - Kansas; Meridian Clinical Research - Baton Rouge - Louisiana; Med Pharmics - Metairie - Louisiana; Willis-Knighton Physician Network - Shreveport - Louisiana; University Of Maryland School Of Medicine - Baltimore - Maryland; Beth Israel Deaconess Medical Center - Boston - Massachusetts; VA Medical Center - Ann Arbor - Michigan; Wayne State University/ Children's Hospital of Michigan - Detroit - Michigan; University of Minnesota - Minneapolis - Minnesota; Synexus Clinical Research US - Richfield - Minnesota; MedPharmics - Gulfport - Mississippi; The Curators of University of Missouri - Columbia - Missouri; Sundance Clinical Research - Saint Louis - Missouri; Meridian Clinical Research - Norfolk - Nebraska; Meridian Clinical Research Associates - Omaha - Nebraska; University Of Nebraska Medical Center - Omaha - Nebraska; Synexus Clinical Research US - Henderson - Nevada; Stony Brook Responder Vaccine Program - Commack - New York; Weill Cornell Chelsea CRS - New York - New York; University of North Carolina - Chapel Hill - North Carolina; The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health - Charlotte - North Carolina; Carolina Institute for Clinical Research - Fayetteville - North Carolina; Womack Army Medical Center - Fort Bragg - North Carolina; M3 Wake Research - Raleigh - North Carolina; PMG Research of Rocky Mount - Rocky Mount - North Carolina; Synexus Clinical Research - Akron - Ohio; Sterling Research Group - Cincinnati - Ohio; Synexus Clinical Research US - Cincinnati - Ohio; Sterling Research Group - Cincinnati - Ohio; Rapid Medical Research - Cleveland - Ohio; Synexus Clinical Research US - Oklahoma City - Oklahoma; Lynn Health Science Institute - Oklahoma City - Oklahoma; CRISOR - Medford - Oregon; Velocity Clinical Research - Warwick - Rhode Island; Synexus Clinical Research US - Anderson - South Carolina; Medical University of South Carolina - Charleston - South Carolina; American Indian Clinical Trials Research Network - Eagle Butte - South Dakota; PMG Research of Bristol - Bristol - Tennessee; WR Clinsearch - Chattanooga - Tennessee; PMG Research - Knoxville - Tennessee; Clinical Neurosciecne Solutions - Memphis - Tennessee; Meharry Medical College - Nashville - Tennessee; Benchmark Research - Austin - Texas; Benchmark Research - Fort Worth - Texas; Baylor College of Medicine - Houston - Texas; Texas Center for Drug Development - Houston - Texas; Centex Studies - McAllen - Texas; Research Your Health - Plano - Texas; Synexus - San Antonio - Texas; University of Texas Health Science Center San Antonio - San Antonio - Texas; Advanced Clinical Research - West Jordan - Utah; MultiCare Institute for Research & Innovation - Cheney - Washington; University of Washington VTEU - Seattle and King County Public Health STD clinic - Seattle - Washington; PanAmerican Clinical Research Mexico S.A de C.V - Guadalajara - Jalisco - Mexico; Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran - Tlalpan - Mexico; PanAmerican Clinical Research Mexico - Juriquilla - Queretaro - Mexico; Unidad de Atencion Medica e Investigacion en Salud (UNAMIS) - Merida - Yucatan - Mexico; Instituto Nacional de Salud Publica (INSP) - Cuernavaca - Centro de Investigacion en Salud Poblacional (CISP) - Cuernavaca - Mexico; CAIMED Investigacion en Salud S.A de C.V - Mexico; ,11/30/2020,3/31/2021,12/30/2022,https://clinicaltrials.gov/ct2/show/NCT04611802,Kristin Ciccarelli,215-616-6815,Kristin.Ciccarelli@iconplc.com        ,https://www.novavax.com/PREVENT-19,,,,James,4/2/2020,Matthew,5/31/2020,,,,5/31/2020
2,Yes,http://ir.novavax.com/news-releases/news-release-details/novavax-initiates-phase-12-clinical-trial-covid-19-vaccine,http://ir.novavax.com/news-releases/news-release-details/novavax-initiates-phase-12-clinical-trial-covid-19-vaccine,http://ir.novavax.com/news-releases/news-release-details/novavax-initiates-phase-12-clinical-trial-covid-19-vaccine,https://investors.emergentbiosolutions.com/news-releases/news-release-details/emergent-biosolutions-signs-agreement-novavax-manufacture?field_nir_news_date_value[min]=,https://investors.emergentbiosolutions.com/news-releases/news-release-details/emergent-biosolutions-signs-agreement-novavax-manufacture?field_nir_news_date_value[min]=,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,,,https://ir.novavax.com/news-releases/news-release-details/novavax-awarded-funding-cepi-covid-19-vaccine-development,,,,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,,,,,,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,,,,,,https://clinicaltrials.gov/ct2/show/NCT04368988?term=novavax&recrs=ab&draw=2&rank=1,,,,,,,,,
3,No,BNT-162; BNT162b2,,BNT-162; BNT162b2,Pfizer; BioNTech;,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Other,New,Polymun,Germany,Ongoing,Expect clinical testing in late april. Note this drug is also being developed in china with fosun pharma. Assumed this is in discovery as no explicit statements aboit preclinical found,,Phase 3,,,3/16/2020,,,,4/23/2020,4/23/2020,7/27/2020,,,,,,,,,,,,,,,,,,,,,James,4/2/2020,Matthew,5/31/2020,,,,5/31/2020
3,Yes,,,,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://biontech.de/,https://biontech.de/,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_and_biontech_to_co_develop_potential_covid_19_vaccine,https://www.fiercebiotech.com/biotech/weeks-to-go-to-covid-19-vaccine-trial-biontech-lands-135m-deal-and-advances-pfizer-talks,,https://clinicaltrials.gov/ct2/show/NCT04380701,,,https://biontech.de/node/159,,,,https://clinicaltrials.gov/ct2/show/NCT04380701,https://clinicaltrials.gov/ct2/show/NCT04380701,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,,,,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,https://clinicaltrials.gov/ct2/show/NCT04380701,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-choose-lead-mrna-vaccine-candidate-against,,,https://clinicaltrials.gov/ct2/show/NCT04380701,,,,,,,,,,,,,,,
4,No,LNP-nCoVsaRNA,,LNP-nCoVsaRNA,Imperial College London,Vaccine - Prophylactic,COVID-19,Nucleic acid based therapies/vaccines,Other,New,Maravai Lifesciences Inc.; Trilink Biotechnologies Inc.,United Kingdon,Ongoing,Expect clinical testing in summer,,Phase 1,,Assumed Complete,2/10/2020,Assumed Complete,Assumed Complete,Assumed Complete,6/23/2020,,,,,,1,COVID-19,300,Yes,1,NIHR Imperial Clinical Research Facility - London - United Kingdom; Surrey Clinical Research Facility - Surrey - United Kingdom; University Hospital Southampton - Hampshire - United Kingdom; St George's Hospital - London - United Kingdom; ,7/23/2020,7/31/2021,7/31/2021,http://www.isrctn.com/ISRCTN17072692,James Fletcher,,covactrials@imperial.ac.uk,https://www.imperial.ac.uk/covid-19-vaccine-trial/participants-info/,,,,James,4/2/2020,Matthew,5/31/2020,,,,5/31/2020
